Task_Depth Estimation,Task_Image Classification,Task_Image Generation,Task_Object Detection,Task_Semantic Segmentation,Task_Text to Image,Task_Text-to-Image,accuracy_norm,difficulty
False,False,True,False,False,False,False,0.2098880597014925,1.0
False,False,True,False,False,False,False,0.2201492537313432,1.0
False,False,True,False,False,False,False,0.2220149253731343,1.0
False,False,True,False,False,False,False,0.2276119402985074,1.0
False,False,True,False,False,False,False,0.2341417910447761,1.0
False,False,True,False,False,False,False,0.2677238805970149,1.0
False,False,True,False,False,False,False,0.2686567164179104,1.0
False,False,True,False,False,False,False,0.273320895522388,1.0
False,False,True,False,False,False,False,0.2807835820895522,1.0
False,False,True,False,False,False,False,0.3078358208955223,1.0
False,False,True,False,False,False,False,0.3376865671641791,1.0
False,False,True,False,False,False,False,0.4291044776119402,1.0
False,False,True,False,False,False,False,0.4673507462686567,1.0
False,False,True,False,False,False,False,0.4888059701492537,1.0
False,False,True,False,False,False,False,0.6082089552238805,1.0
False,False,True,False,False,False,False,1.0,1.0
False,False,False,True,False,False,False,1.0,0.0149999999999998
False,False,False,True,False,False,False,0.7895927601809956,0.0149999999999998
False,False,False,True,False,False,False,0.7782805429864253,0.0149999999999998
False,False,False,True,False,False,False,0.6628959276018099,0.0149999999999998
False,False,False,True,False,False,False,0.6447963800904978,0.0149999999999998
False,False,False,True,False,False,False,0.574660633484163,0.0149999999999998
False,False,False,True,False,False,False,0.5407239819004525,0.0149999999999998
False,False,False,True,False,False,False,0.5294117647058824,0.0149999999999998
False,False,False,True,False,False,False,0.4909502262443438,0.0149999999999998
False,False,False,True,False,False,False,0.4683257918552035,0.0149999999999998
False,False,False,True,False,False,False,0.4671945701357466,0.0149999999999998
False,False,False,True,False,False,False,0.4547511312217195,0.0149999999999998
False,False,False,True,False,False,False,0.4434389140271494,0.0149999999999998
False,False,False,True,False,False,False,0.4276018099547511,0.0149999999999998
False,False,False,True,False,False,False,0.416289592760181,0.0149999999999998
False,False,False,True,False,False,False,0.3914027149321267,0.0149999999999998
False,False,False,True,False,False,False,0.3891402714932128,0.0149999999999998
False,False,False,True,False,False,False,0.3800904977375565,0.0149999999999998
False,False,False,True,False,False,False,0.3778280542986426,0.0149999999999998
False,False,False,True,False,False,False,0.3597285067873303,0.0149999999999998
False,False,False,True,False,False,False,0.3506787330316743,0.0149999999999998
False,False,False,True,False,False,False,0.33710407239819,0.0149999999999998
False,False,False,True,False,False,False,0.330316742081448,0.0149999999999998
False,False,False,True,False,False,False,0.32579185520362,0.0149999999999998
False,False,False,True,False,False,False,0.2805429864253394,0.0149999999999998
False,False,False,True,False,False,False,0.2601809954751132,0.0149999999999998
False,False,False,True,False,False,False,0.255656108597285,0.0149999999999998
False,False,False,True,False,False,False,0.2533936651583711,0.0149999999999998
False,False,False,True,False,False,False,0.1583710407239819,0.0149999999999998
False,False,False,True,False,False,False,0.1447963800904977,0.0149999999999998
False,False,False,True,False,False,False,0.1289592760180996,0.0149999999999998
False,False,False,True,False,False,False,0.1244343891402715,0.0149999999999998
False,False,False,True,False,False,False,0.1108597285067873,0.0149999999999998
False,False,False,True,False,False,False,0.1040723981900452,0.0149999999999998
False,False,False,True,False,False,False,0.079185520361991,0.0149999999999998
False,False,False,True,False,False,False,0.079185520361991,0.0149999999999998
False,False,False,True,False,False,False,0.0723981900452489,0.0149999999999998
False,False,False,True,False,False,False,0.0701357466063348,0.0149999999999998
False,False,False,True,False,False,False,0.0678733031674208,0.0149999999999998
False,False,False,True,False,False,False,0.0633484162895927,0.0149999999999998
False,False,False,True,False,False,False,0.0271493212669683,0.0149999999999998
False,False,False,True,False,False,False,0.0,0.0149999999999998
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.9953703703703708,
False,True,False,False,False,False,False,0.7671957671957673,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.6144067796610171,
False,True,False,False,False,False,False,0.1228813559322036,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.328125000000001,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.995867768595042,
False,True,False,False,False,False,False,0.9917355371900842,
False,True,False,False,False,False,False,0.9917355371900842,
False,True,False,False,False,False,False,0.9297520661157046,
False,True,False,False,False,False,False,0.9049586776859516,
False,True,False,False,False,False,False,0.9049586776859516,
False,True,False,False,False,False,False,0.9008264462809936,
False,True,False,False,False,False,False,0.8780991735537209,
False,True,False,False,False,False,False,0.7727272727272734,
False,True,False,False,False,False,False,0.6404958677685954,
False,True,False,False,False,False,False,0.268595041322314,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,0.5303138884907551
False,True,False,False,False,False,False,0.9968798751950076,0.5303138884907551
False,True,False,False,False,False,False,0.9956318252730108,0.5303138884907551
False,True,False,False,False,False,False,0.9887675507020282,0.5303138884907551
False,True,False,False,False,False,False,0.987519500780031,0.5303138884907551
False,True,False,False,False,False,False,0.9769110764430574,0.5303138884907551
False,True,False,False,False,False,False,0.9585023400936034,0.5303138884907551
False,True,False,False,False,False,False,0.911076443057722,0.5303138884907551
False,True,False,False,False,False,False,0.8121684867394693,0.5303138884907551
False,True,False,False,False,False,False,0.3993759750390018,0.5303138884907551
False,True,False,False,False,False,False,0.3868954758190328,0.5303138884907551
False,True,False,False,False,False,False,0.0,0.5303138884907551
False,False,False,False,False,False,False,1.0,0.0
False,False,False,False,False,False,False,0.7205882352941188,0.0
False,False,False,False,False,False,False,0.7058823529411763,0.0
False,False,False,False,False,False,False,0.7058823529411763,0.0
False,False,False,False,False,False,False,0.6764705882352956,0.0
False,False,False,False,False,False,False,0.6764705882352956,0.0
False,False,False,False,False,False,False,0.6764705882352956,0.0
False,False,False,False,False,False,False,0.6617647058823533,0.0
False,False,False,False,False,False,False,0.6617647058823533,0.0
False,False,False,False,False,False,False,0.6617647058823533,0.0
False,False,False,False,False,False,False,0.6470588235294129,0.0
False,False,False,False,False,False,False,0.6323529411764705,0.0
False,False,False,False,False,False,False,0.6323529411764705,0.0
False,False,False,False,False,False,False,0.6323529411764705,0.0
False,False,False,False,False,False,False,0.6176470588235301,0.0
False,False,False,False,False,False,False,0.6176470588235301,0.0
False,False,False,False,False,False,False,0.6176470588235301,0.0
False,False,False,False,False,False,False,0.6176470588235301,0.0
False,False,False,False,False,False,False,0.6029411764705898,0.0
False,False,False,False,False,False,False,0.6029411764705898,0.0
False,False,False,False,False,False,False,0.6029411764705898,0.0
False,False,False,False,False,False,False,0.6029411764705898,0.0
False,False,False,False,False,False,False,0.5882352941176473,0.0
False,False,False,False,False,False,False,0.5882352941176473,0.0
False,False,False,False,False,False,False,0.573529411764707,0.0
False,False,False,False,False,False,False,0.573529411764707,0.0
False,False,False,False,False,False,False,0.573529411764707,0.0
False,False,False,False,False,False,False,0.564705882352942,0.0
False,False,False,False,False,False,False,0.5588235294117645,0.0
False,False,False,False,False,False,False,0.5441176470588241,0.0
False,False,False,False,False,False,False,0.5294117647058838,0.0
False,False,False,False,False,False,False,0.5147058823529413,0.0
False,False,False,False,False,False,False,0.5147058823529413,0.0
False,False,False,False,False,False,False,0.5147058823529413,0.0
False,False,False,False,False,False,False,0.5147058823529413,0.0
False,False,False,False,False,False,False,0.500000000000001,0.0
False,False,False,False,False,False,False,0.500000000000001,0.0
False,False,False,False,False,False,False,0.4852941176470586,0.0
False,False,False,False,False,False,False,0.4705882352941182,0.0
False,False,False,False,False,False,False,0.4558823529411779,0.0
False,False,False,False,False,False,False,0.4411764705882355,0.0
False,False,False,False,False,False,False,0.4264705882352951,0.0
False,False,False,False,False,False,False,0.4264705882352951,0.0
False,False,False,False,False,False,False,0.4117647058823527,0.0
False,False,False,False,False,False,False,0.382352941176472,0.0
False,False,False,False,False,False,False,0.3529411764705892,0.0
False,False,False,False,False,False,False,0.3382352941176468,0.0
False,False,False,False,False,False,False,0.3382352941176468,0.0
False,False,False,False,False,False,False,0.2941176470588236,0.0
False,False,False,False,False,False,False,0.2058823529411774,0.0
False,False,False,False,False,False,False,0.0,0.0
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.7409510290986515,
False,True,False,False,False,False,False,0.2976105985332388,
False,True,False,False,False,False,False,0.0,
False,False,True,False,False,False,False,1.0,0.0081595648232094
False,False,True,False,False,False,False,0.9960601196556254,0.0081595648232094
False,False,True,False,False,False,False,0.9959141981613892,0.0081595648232094
False,False,True,False,False,False,False,0.9946009047132642,0.0081595648232094
False,False,True,False,False,False,False,0.9946009047132642,0.0081595648232094
False,False,True,False,False,False,False,0.9944549832190284,0.0081595648232094
False,False,True,False,False,False,False,0.994163140230556,0.0081595648232094
False,False,True,False,False,False,False,0.99401721873632,0.0081595648232094
False,False,True,False,False,False,False,0.9935794542536116,0.0081595648232094
False,False,True,False,False,False,False,0.9928498467824312,0.0081595648232094
False,False,True,False,False,False,False,0.9924120822997228,0.0081595648232094
False,False,True,False,False,False,False,0.9921202393112504,0.0081595648232094
False,False,True,False,False,False,False,0.991536553334306,0.0081595648232094
False,False,True,False,False,False,False,0.991536553334306,0.0081595648232094
False,False,True,False,False,False,False,0.99139063184007,0.0081595648232094
False,False,True,False,False,False,False,0.9905151028746534,0.0081595648232094
False,False,True,False,False,False,False,0.9892018094265286,0.0081595648232094
False,False,True,False,False,False,False,0.9892018094265286,0.0081595648232094
False,False,True,False,False,False,False,0.9881803589668758,0.0081595648232094
False,False,True,False,False,False,False,0.9881803589668758,0.0081595648232094
False,False,True,False,False,False,False,0.9881803589668758,0.0081595648232094
False,False,True,False,False,False,False,0.9877425944841676,0.0081595648232094
False,False,True,False,False,False,False,0.9875966729899316,0.0081595648232094
False,False,True,False,False,False,False,0.9873048300014592,0.0081595648232094
False,False,True,False,False,False,False,0.9872172771049176,0.0081595648232094
False,False,True,False,False,False,False,0.987012987012987,0.0081595648232094
False,False,True,False,False,False,False,0.9865752225302789,0.0081595648232094
False,False,True,False,False,False,False,0.9860499051510287,0.0081595648232094
False,False,True,False,False,False,False,0.9859185758062162,0.0081595648232094
False,False,True,False,False,False,False,0.9858456150590982,0.0081595648232094
False,False,True,False,False,False,False,0.985553772070626,0.0081595648232094
False,False,True,False,False,False,False,0.9851160075879176,0.0081595648232094
False,False,True,False,False,False,False,0.9846782431052096,0.0081595648232094
False,False,True,False,False,False,False,0.9846782431052096,0.0081595648232094
False,False,True,False,False,False,False,0.9838027141397928,0.0081595648232094
False,False,True,False,False,False,False,0.9838027141397928,0.0081595648232094
False,False,True,False,False,False,False,0.982343499197432,0.0081595648232094
False,False,True,False,False,False,False,0.9816138917262512,0.0081595648232094
False,False,True,False,False,False,False,0.9808842842550708,0.0081595648232094
False,False,True,False,False,False,False,0.9786954618415292,0.0081595648232094
False,False,True,False,False,False,False,0.9785495403472932,0.0081595648232094
False,False,True,False,False,False,False,0.977090325404932,0.0081595648232094
False,False,True,False,False,False,False,0.9760688749452794,0.0081595648232094
False,False,True,False,False,False,False,0.9759229534510432,0.0081595648232094
False,False,True,False,False,False,False,0.9735882095432656,0.0081595648232094
False,False,True,False,False,False,False,0.9732963665547936,0.0081595648232094
False,False,True,False,False,False,False,0.9724208375893768,0.0081595648232094
False,False,True,False,False,False,False,0.9722749160951408,0.0081595648232094
False,False,True,False,False,False,False,0.9721289946009048,0.0081595648232094
False,False,True,False,False,False,False,0.9695024077046548,0.0081595648232094
False,False,True,False,False,False,False,0.968335035750766,0.0081595648232094
False,False,True,False,False,False,False,0.968043192762294,0.0081595648232094
False,False,True,False,False,False,False,0.966729899314169,0.0081595648232094
False,False,True,False,False,False,False,0.9665839778199328,0.0081595648232094
False,False,True,False,False,False,False,0.9662921348314606,0.0081595648232094
False,False,True,False,False,False,False,0.965124762877572,0.0081595648232094
False,False,True,False,False,False,False,0.9648329198890996,0.0081595648232094
False,False,True,False,False,False,False,0.962352254487086,0.0081595648232094
False,False,True,False,False,False,False,0.962352254487086,0.0081595648232094
False,False,True,False,False,False,False,0.9614767255216692,0.0081595648232094
False,False,True,False,False,False,False,0.9613308040274332,0.0081595648232094
False,False,True,False,False,False,False,0.9570990806945864,0.0081595648232094
False,False,True,False,False,False,False,0.9543265723041005,0.0081595648232094
False,False,True,False,False,False,False,0.9543265723041005,0.0081595648232094
False,False,True,False,False,False,False,0.9540347293156282,0.0081595648232094
False,False,True,False,False,False,False,0.9531592003502116,0.0081595648232094
False,False,True,False,False,False,False,0.9530132788559756,0.0081595648232094
False,False,True,False,False,False,False,0.9525755143732672,0.0081595648232094
False,False,True,False,False,False,False,0.9499489274770172,0.0081595648232094
False,False,True,False,False,False,False,0.9427987742594484,0.0081595648232094
False,False,True,False,False,False,False,0.9353567780534072,0.0081595648232094
False,False,True,False,False,False,False,0.9347730920764628,0.0081595648232094
False,False,True,False,False,False,False,0.9327301911571576,0.0081595648232094
False,False,True,False,False,False,False,0.9226616080548664,0.0081595648232094
False,False,True,False,False,False,False,0.919305413687436,0.0081595648232094
False,False,True,False,False,False,False,0.9006274624252152,0.0081595648232094
False,False,True,False,False,False,False,0.8963957390923682,0.0081595648232094
False,False,True,False,False,False,False,0.8928936232307019,0.0081595648232094
False,False,True,False,False,False,False,0.8895374288632716,0.0081595648232094
False,False,True,False,False,False,False,0.888807821392091,0.0081595648232094
False,False,True,False,False,False,False,0.8867649204727857,0.0081595648232094
False,False,True,False,False,False,False,0.8847220195534803,0.0081595648232094
False,False,True,False,False,False,False,0.8832628046111192,0.0081595648232094
False,False,True,False,False,False,False,0.8797606887494528,0.0081595648232094
False,False,True,False,False,False,False,0.8794688457609806,0.0081595648232094
False,False,True,False,False,False,False,0.8768422588647308,0.0081595648232094
False,False,True,False,False,False,False,0.8752371224281337,0.0081595648232094
False,False,True,False,False,False,False,0.8718809280607033,0.0081595648232094
False,False,True,False,False,False,False,0.8637093243834817,0.0081595648232094
False,False,True,False,False,False,False,0.861228658981468,0.0081595648232094
False,False,True,False,False,False,False,0.8583102290967459,0.0081595648232094
False,False,True,False,False,False,False,0.8564132496716765,0.0081595648232094
False,False,True,False,False,False,False,0.8555377207062601,0.0081595648232094
False,False,True,False,False,False,False,0.8534948197869546,0.0081595648232094
False,False,True,False,False,False,False,0.8473661170290384,0.0081595648232094
False,False,True,False,False,False,False,0.8445936086385525,0.0081595648232094
False,False,True,False,False,False,False,0.8419670217423026,0.0081595648232094
False,False,True,False,False,False,False,0.8409455712826499,0.0081595648232094
False,False,True,False,False,False,False,0.8400700423172334,0.0081595648232094
False,False,True,False,False,False,False,0.8386108273748722,0.0081595648232094
False,False,True,False,False,False,False,0.8358383189843864,0.0081595648232094
False,False,True,False,False,False,False,0.8307310666861228,0.0081595648232094
False,False,True,False,False,False,False,0.8227053845031373,0.0081595648232094
False,False,True,False,False,False,False,0.8170144462279294,0.0081595648232094
False,False,True,False,False,False,False,0.8095724500218883,0.0081595648232094
False,False,True,False,False,False,False,0.8073836276083467,0.0081595648232094
False,False,True,False,False,False,False,0.804902962206333,0.0081595648232094
False,False,True,False,False,False,False,0.7914781847366117,0.0081595648232094
False,False,True,False,False,False,False,0.7849117174959871,0.0081595648232094
False,False,True,False,False,False,False,0.78330658105939,0.0081595648232094
False,False,True,False,False,False,False,0.7828688165766818,0.0081595648232094
False,False,True,False,False,False,False,0.7748431343936962,0.0081595648232094
False,False,True,False,False,False,False,0.7748431343936962,0.0081595648232094
False,False,True,False,False,False,False,0.7628775718663359,0.0081595648232094
False,False,True,False,False,False,False,0.758645848533489,0.0081595648232094
False,False,True,False,False,False,False,0.7532467532467533,0.0081595648232094
False,False,True,False,False,False,False,0.7329636655479352,0.0081595648232094
False,False,True,False,False,False,False,0.7304830001459215,0.0081595648232094
False,False,True,False,False,False,False,0.7053845031373122,0.0081595648232094
False,False,True,False,False,False,False,0.7036334452064789,0.0081595648232094
False,False,True,False,False,False,False,0.7031956807237706,0.0081595648232094
False,False,True,False,False,False,False,0.6684663650955786,0.0081595648232094
False,False,True,False,False,False,False,0.6579600175105793,0.0081595648232094
False,False,True,False,False,False,False,0.6550415876258573,0.0081595648232094
False,False,True,False,False,False,False,0.6503720998103021,0.0081595648232094
False,False,True,False,False,False,False,0.6462862979716912,0.0081595648232094
False,False,True,False,False,False,False,0.6241062308478038,0.0081595648232094
False,False,True,False,False,False,False,0.6200204290091931,0.0081595648232094
False,False,True,False,False,False,False,0.6006128702757916,0.0081595648232094
False,False,True,False,False,False,False,0.5922953451043339,0.0081595648232094
False,False,True,False,False,False,False,0.5533926747409893,0.0081595648232094
False,False,True,False,False,False,False,0.5451627024660732,0.0081595648232094
False,False,True,False,False,False,False,0.5105793083321173,0.0081595648232094
False,False,True,False,False,False,False,0.4295928790310812,0.0081595648232094
False,False,True,False,False,False,False,0.3690354589230993,0.0081595648232094
False,False,True,False,False,False,False,0.3432073544433095,0.0081595648232094
False,False,True,False,False,False,False,0.2581059390048154,0.0081595648232094
False,False,True,False,False,False,False,0.0,0.0081595648232094
False,False,False,True,False,False,False,1.0,1.0
False,False,False,True,False,False,False,0.7572435395458097,1.0
False,False,False,True,False,False,False,0.7337509788566948,1.0
False,False,False,True,False,False,False,0.71025841816758,1.0
False,False,False,True,False,False,False,0.6711041503523881,1.0
False,False,False,True,False,False,False,0.6476115896632731,1.0
False,False,False,True,False,False,False,0.6319498825371962,1.0
False,False,False,True,False,False,False,0.6241190289741583,1.0
False,False,False,True,False,False,False,0.5168363351605322,1.0
False,False,False,True,False,False,False,0.4909945184025057,1.0
False,False,False,True,False,False,False,0.4048551292090829,1.0
False,False,False,True,False,False,False,0.3578700078308531,1.0
False,False,False,True,False,False,False,0.2858261550509,1.0
False,False,False,True,False,False,False,0.2748629600626462,1.0
False,False,False,True,False,False,False,0.1268598277212209,1.0
False,False,False,True,False,False,False,0.0407204385277992,1.0
False,False,False,True,False,False,False,0.0219263899765064,1.0
False,False,False,True,False,False,False,0.0,1.0
False,True,False,False,False,False,False,1.0,0.4844489035402034
False,True,False,False,False,False,False,0.9840810419681622,0.4844489035402034
False,True,False,False,False,False,False,0.9802219006271108,0.4844489035402034
False,True,False,False,False,False,False,0.9696092619392188,0.4844489035402034
False,True,False,False,False,False,False,0.9696092619392188,0.4844489035402034
False,True,False,False,False,False,False,0.9372889532079114,0.4844489035402034
False,True,False,False,False,False,False,0.9213699951760737,0.4844489035402034
False,True,False,False,False,False,False,0.8490110950313557,0.4844489035402034
False,True,False,False,False,False,False,0.8297153883260974,0.4844489035402034
False,True,False,False,False,False,False,0.8055957549445247,0.4844489035402034
False,True,False,False,False,False,False,0.7428847081524361,0.4844489035402034
False,True,False,False,False,False,False,0.6994693680656059,0.4844489035402034
False,True,False,False,False,False,False,0.684032802701399,0.4844489035402034
False,True,False,False,False,False,False,0.6801736613603475,0.4844489035402034
False,True,False,False,False,False,False,0.6705258080077183,0.4844489035402034
False,True,False,False,False,False,False,0.6174626145682589,0.4844489035402034
False,True,False,False,False,False,False,0.5933429811866863,0.4844489035402034
False,True,False,False,False,False,False,0.4968644476603958,0.4844489035402034
False,True,False,False,False,False,False,0.4823926676314524,0.4844489035402034
False,True,False,False,False,False,False,0.4582730342498798,0.4844489035402034
False,True,False,False,False,False,False,0.4582730342498798,0.4844489035402034
False,True,False,False,False,False,False,0.3762662807525328,0.4844489035402034
False,True,False,False,False,False,False,0.3617945007235894,0.4844489035402034
False,True,False,False,False,False,False,0.2894356005788716,0.4844489035402034
False,True,False,False,False,False,False,0.2846116739025566,0.4844489035402034
False,True,False,False,False,False,False,0.2749638205499274,0.4844489035402034
False,True,False,False,False,False,False,0.2315484804630972,0.4844489035402034
False,True,False,False,False,False,False,0.2315484804630972,0.4844489035402034
False,True,False,False,False,False,False,0.1736613603473228,0.4844489035402034
False,True,False,False,False,False,False,0.1736613603473228,0.4844489035402034
False,True,False,False,False,False,False,0.101302460202605,0.4844489035402034
False,True,False,False,False,False,False,0.0771828268210324,0.4844489035402034
False,True,False,False,False,False,False,0.0,0.4844489035402034
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.5000000000000008,
False,True,False,False,False,False,False,0.3043478260869561,
False,True,False,False,False,False,False,0.1304347826086959,
False,True,False,False,False,False,False,0.0543478260869565,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,0.3899957001576608
False,True,False,False,False,False,False,0.9983490566037736,0.3899957001576608
False,True,False,False,False,False,False,0.9974056603773584,0.3899957001576608
False,True,False,False,False,False,False,0.975235849056604,0.3899957001576608
False,True,False,False,False,False,False,0.9573113207547173,0.3899957001576608
False,True,False,False,False,False,False,0.9549528301886792,0.3899957001576608
False,True,False,False,False,False,False,0.9431603773584908,0.3899957001576608
False,True,False,False,False,False,False,0.940801886792453,0.3899957001576608
False,True,False,False,False,False,False,0.9290094339622644,0.3899957001576608
False,True,False,False,False,False,False,0.900235849056604,0.3899957001576608
False,True,False,False,False,False,False,0.8992924528301888,0.3899957001576608
False,True,False,False,False,False,False,0.8983490566037738,0.3899957001576608
False,True,False,False,False,False,False,0.8849056603773586,0.3899957001576608
False,True,False,False,False,False,False,0.8834905660377359,0.3899957001576608
False,True,False,False,False,False,False,0.8771226415094341,0.3899957001576608
False,True,False,False,False,False,False,0.875,0.3899957001576608
False,True,False,False,False,False,False,0.8610849056603773,0.3899957001576608
False,True,False,False,False,False,False,0.8606132075471699,0.3899957001576608
False,True,False,False,False,False,False,0.847169811320755,0.3899957001576608
False,True,False,False,False,False,False,0.8462264150943397,0.3899957001576608
False,True,False,False,False,False,False,0.8261792452830191,0.3899957001576608
False,True,False,False,False,False,False,0.8216981132075474,0.3899957001576608
False,True,False,False,False,False,False,0.8186320754716981,0.3899957001576608
False,True,False,False,False,False,False,0.8181603773584907,0.3899957001576608
False,True,False,False,False,False,False,0.8061320754716981,0.3899957001576608
False,True,False,False,False,False,False,0.7816037735849058,0.3899957001576608
False,True,False,False,False,False,False,0.7757075471698115,0.3899957001576608
False,True,False,False,False,False,False,0.7733490566037735,0.3899957001576608
False,True,False,False,False,False,False,0.7667452830188679,0.3899957001576608
False,True,False,False,False,False,False,0.7613207547169814,0.3899957001576608
False,True,False,False,False,False,False,0.757547169811321,0.3899957001576608
False,True,False,False,False,False,False,0.7462264150943397,0.3899957001576608
False,True,False,False,False,False,False,0.7433962264150944,0.3899957001576608
False,True,False,False,False,False,False,0.742688679245283,0.3899957001576608
False,True,False,False,False,False,False,0.742688679245283,0.3899957001576608
False,True,False,False,False,False,False,0.7257075471698113,0.3899957001576608
False,True,False,False,False,False,False,0.7245283018867926,0.3899957001576608
False,True,False,False,False,False,False,0.7087264150943396,0.3899957001576608
False,True,False,False,False,False,False,0.7063679245283021,0.3899957001576608
False,True,False,False,False,False,False,0.7063679245283021,0.3899957001576608
False,True,False,False,False,False,False,0.6648584905660379,0.3899957001576608
False,True,False,False,False,False,False,0.6629716981132077,0.3899957001576608
False,True,False,False,False,False,False,0.6436320754716981,0.3899957001576608
False,True,False,False,False,False,False,0.6318396226415094,0.3899957001576608
False,True,False,False,False,False,False,0.6224056603773587,0.3899957001576608
False,True,False,False,False,False,False,0.582311320754717,0.3899957001576608
False,True,False,False,False,False,False,0.5799528301886795,0.3899957001576608
False,True,False,False,False,False,False,0.5596698113207549,0.3899957001576608
False,True,False,False,False,False,False,0.5528301886792454,0.3899957001576608
False,True,False,False,False,False,False,0.5186320754716981,0.3899957001576608
False,True,False,False,False,False,False,0.503301886792453,0.3899957001576608
False,True,False,False,False,False,False,0.5014150943396225,0.3899957001576608
False,True,False,False,False,False,False,0.4964622641509434,0.3899957001576608
False,True,False,False,False,False,False,0.4950471698113207,0.3899957001576608
False,True,False,False,False,False,False,0.483254716981132,0.3899957001576608
False,True,False,False,False,False,False,0.483254716981132,0.3899957001576608
False,True,False,False,False,False,False,0.4643867924528302,0.3899957001576608
False,True,False,False,False,False,False,0.4549528301886791,0.3899957001576608
False,True,False,False,False,False,False,0.4523584905660376,0.3899957001576608
False,True,False,False,False,False,False,0.4337264150943397,0.3899957001576608
False,True,False,False,False,False,False,0.4306603773584904,0.3899957001576608
False,True,False,False,False,False,False,0.4014150943396226,0.3899957001576608
False,True,False,False,False,False,False,0.4014150943396226,0.3899957001576608
False,True,False,False,False,False,False,0.4007075471698113,0.3899957001576608
False,True,False,False,False,False,False,0.4007075471698113,0.3899957001576608
False,True,False,False,False,False,False,0.4007075471698113,0.3899957001576608
False,True,False,False,False,False,False,0.3959905660377357,0.3899957001576608
False,True,False,False,False,False,False,0.3882075471698112,0.3899957001576608
False,True,False,False,False,False,False,0.3620283018867924,0.3899957001576608
False,True,False,False,False,False,False,0.3466981132075473,0.3899957001576608
False,True,False,False,False,False,False,0.3382075471698115,0.3899957001576608
False,True,False,False,False,False,False,0.3257075471698114,0.3899957001576608
False,True,False,False,False,False,False,0.3240566037735848,0.3899957001576608
False,True,False,False,False,False,False,0.3200471698113206,0.3899957001576608
False,True,False,False,False,False,False,0.3158018867924529,0.3899957001576608
False,True,False,False,False,False,False,0.3040094339622642,0.3899957001576608
False,True,False,False,False,False,False,0.2792452830188681,0.3899957001576608
False,True,False,False,False,False,False,0.266745283018868,0.3899957001576608
False,True,False,False,False,False,False,0.2568396226415095,0.3899957001576608
False,True,False,False,False,False,False,0.2566037735849056,0.3899957001576608
False,True,False,False,False,False,False,0.252122641509434,0.3899957001576608
False,True,False,False,False,False,False,0.1719339622641507,0.3899957001576608
False,True,False,False,False,False,False,0.1372641509433962,0.3899957001576608
False,True,False,False,False,False,False,0.1176886792452829,0.3899957001576608
False,True,False,False,False,False,False,0.109198113207547,0.3899957001576608
False,True,False,False,False,False,False,0.0870283018867924,0.3899957001576608
False,True,False,False,False,False,False,0.0870283018867924,0.3899957001576608
False,True,False,False,False,False,False,0.0681603773584905,0.3899957001576608
False,True,False,False,False,False,False,0.0504716981132075,0.3899957001576608
False,True,False,False,False,False,False,0.0476415094339621,0.3899957001576608
False,True,False,False,False,False,False,0.0429245283018868,0.3899957001576608
False,True,False,False,False,False,False,0.0382075471698112,0.3899957001576608
False,True,False,False,False,False,False,0.0360849056603773,0.3899957001576608
False,True,False,False,False,False,False,0.035377358490566,0.3899957001576608
False,True,False,False,False,False,False,0.0198113207547168,0.3899957001576608
False,True,False,False,False,False,False,0.000943396226415,0.3899957001576608
False,True,False,False,False,False,False,0.0002358490566037,0.3899957001576608
False,True,False,False,False,False,False,0.0,0.3899957001576608
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.9896449704142,
False,True,False,False,False,False,False,0.9556213017751484,
False,True,False,False,False,False,False,0.9556213017751484,
False,True,False,False,False,False,False,0.9556213017751484,
False,True,False,False,False,False,False,0.9482248520710048,
False,True,False,False,False,False,False,0.92603550295858,
False,True,False,False,False,False,False,0.9245562130177508,
False,True,False,False,False,False,False,0.912721893491124,
False,True,False,False,False,False,False,0.8964497041420115,
False,True,False,False,False,False,False,0.8831360946745553,
False,True,False,False,False,False,False,0.8816568047337283,
False,True,False,False,False,False,False,0.8683431952662722,
False,True,False,False,False,False,False,0.8609467455621306,
False,True,False,False,False,False,False,0.8343195266272184,
False,True,False,False,False,False,False,0.8076923076923083,
False,True,False,False,False,False,False,0.8047337278106499,
False,True,False,False,False,False,False,0.8032544378698229,
False,True,False,False,False,False,False,0.7840236686390523,
False,True,False,False,False,False,False,0.7736686390532544,
False,True,False,False,False,False,False,0.7218934911242592,
False,True,False,False,False,False,False,0.7189349112426029,
False,True,False,False,False,False,False,0.707100591715976,
False,True,False,False,False,False,False,0.6730769230769221,
False,True,False,False,False,False,False,0.670118343195266,
False,True,False,False,False,False,False,0.658284023668639,
